marque,annee,prix_de_vente,kilometrage,carburant,type_vendeur,transmission,proprietaire,consommation,moteur,puissance,nb_sieges
Maruti,6,8354,35000,Diesel,Individuel,Manuel,Premier,28.4,1248,74.02,5.0
Autres,4,60513,20000,Essence,Concessionnaire,Automatique,Premier,22.37,2487,214.56,5.0
Mahindra,12,5170,60000,Diesel,Individuel,Manuel,Deuxième,13.6,2523,63.0,7.0
Tata,6,4700,35000,Essence,Individuel,Manuel,Premier,17.57,1193,88.7,5.0
Honda,8,11163,30000,Essence,Individuel,Automatique,Premier,18.0,1497,117.3,5.0
Hyundai,12,3055,90000,Diesel,Individuel,Manuel,Troisième,16.2,1493,110.0,5.0
Maruti,9,7038,46100,Essence,Concessionnaire,Manuel,Premier,16.02,1373,93.7,7.0
Maruti,12,2350,100000,Essence,Individuel,Manuel,Deuxième,21.1,1197,85.8,5.0
Mahindra,11,5288,120000,Diesel,Individuel,Manuel,Premier,12.05,2179,120.0,9.0
Maruti,19,1058,110000,Essence,Individuel,Manuel,Troisième,19.7,796,46.3,5.0
Maruti,5,8578,60000,Diesel,Individuel,Automatique,Premier,28.4,1248,74.02,5.0
Ford,7,7638,50000,Diesel,Individuel,Manuel,Premier,22.77,1498,98.59,5.0
Maruti,5,8202,27654,Diesel,Concessionnaire,Automatique,Premier,28.4,1248,74.02,5.0
Tata,10,6463,133000,Diesel,Individuel,Manuel,Premier,14.0,2179,138.1,7.0
Maruti,7,3760,90000,Essence,Individuel,Manuel,Premier,18.5,1197,85.8,5.0
Honda,5,9694,40000,Diesel,Individuel,Manuel,Premier,25.8,1498,98.6,5.0
Maruti,7,8225,70000,Diesel,Individuel,Manuel,Premier,28.09,1248,88.5,5.0
Toyota,10,5288,67000,Diesel,Individuel,Manuel,Premier,23.59,1364,67.1,5.0
Autres,8,31138,53000,Diesel,Concessionnaire,Automatique,Premier,12.07,2967,241.4,7.0
Maruti,5,7050,69779,Essence,Concessionnaire,Automatique,Premier,22.0,1197,81.8,5.0
Hyundai,7,4700,80000,Essence,Individuel,Manuel,Premier,18.9,1197,82.0,5.0
Maruti,6,6815,30000,Diesel,Individuel,Manuel,Premier,25.2,1248,74.0,5.0
Maruti,10,2644,58343,Essence,Autre connexion,Manuel,Premier,21.79,998,67.05,5.0
Tata,6,3995,40300,Essence,Individuel,Manuel,Premier,23.84,1199,84.0,5.0
Maruti,7,3055,120000,Essence,Individuel,Manuel,Premier,23.95,998,67.05,5.0
Datsun,7,3936,40000,Essence,Concessionnaire,Manuel,Premier,20.63,1198,67.0,5.0
Chevrolet,11,940,70000,Essence,Individuel,Manuel,Deuxième,16.2,995,62.1,5.0
Maruti,21,470,80000,Essence,Individuel,Manuel,Premier,16.1,796,37.0,4.0
Skoda,16,2938,100000,Diesel,Individuel,Manuel,Deuxième,16.6,1896,122.4,5.0
Mahindra,6,8813,60000,Diesel,Individuel,Manuel,Premier,18.49,1493,100.0,7.0
Mahindra,7,7638,130000,Diesel,Individuel,Manuel,Premier,17.45,1493,100.0,7.0
Ford,12,1880,112000,Diesel,Individuel,Manuel,Deuxième,20.0,1399,68.0,5.0
Maruti,5,9165,30000,Diesel,Individuel,Manuel,Premier,28.4,1248,74.02,5.0
Tata,10,2938,100000,Diesel,Individuel,Manuel,Premier,23.57,1396,70.0,5.0
Maruti,11,2244,90000,Essence,Individuel,Manuel,Premier,19.0,998,67.1,5.0
Mahindra,12,5699,80000,Diesel,Individuel,Manuel,Deuxième,13.5,2179,115.0,5.0
Maruti,11,4465,100000,Diesel,Individuel,Manuel,Deuxième,22.9,1248,74.0,5.0
Renault,8,7050,67303,Diesel,Concessionnaire,Manuel,Premier,20.45,1461,83.8,5.0
Renault,6,3819,40000,Essence,Individuel,Manuel,Premier,25.17,799,53.3,5.0
Maruti,4,5875,15000,Essence,Individuel,Manuel,Premier,21.21,1197,81.8,5.0
Maruti,4,9048,27000,Diesel,Individuel,Manuel,Premier,28.4,1248,74.02,5.0
Maruti,12,2291,46000,Essence,Individuel,Manuel,Deuxième,19.7,796,46.3,5.0
Tata,6,4700,140000,Diesel,Individuel,Manuel,Premier,14.07,2956,69.01,7.0
Hyundai,6,8401,60000,Diesel,Individuel,Manuel,Premier,21.19,1396,88.73,5.0
Mahindra,14,7050,155000,Diesel,Individuel,Automatique,Deuxième,11.79,2179,120.0,8.0
BMW,11,12925,80000,Diesel,Individuel,Automatique,Deuxième,16.07,1995,181.0,5.0
Renault,7,3701,60000,Essence,Individuel,Manuel,Premier,25.17,799,53.3,5.0
Maruti,13,2103,68700,Essence,Individuel,Manuel,Troisième,19.0,998,66.1,5.0
Toyota,5,18518,70000,Diesel,Individuel,Manuel,Premier,13.68,2393,147.8,7.0
Maruti,17,940,90000,Essence,Individuel,Manuel,Deuxième,17.3,1061,64.0,5.0
Mahindra,6,13513,42000,Diesel,Individuel,Manuel,Deuxième,16.0,2179,140.0,7.0
Hyundai,5,8225,42000,Essence,Individuel,Automatique,Premier,18.6,1368,98.63,5.0
Maruti,7,3408,15000,Essence,Individuel,Manuel,Premier,22.74,796,47.3,5.0
Maruti,10,2644,58343,Essence,Autre connexion,Manuel,Premier,21.79,998,67.05,5.0
Hyundai,10,4406,70000,Essence,Individuel,Manuel,Premier,18.5,1197,82.85,5.0
Skoda,7,7579,11000,Essence,Concessionnaire,Automatique,Premier,14.3,1598,103.5,5.0
Maruti,12,1528,100000,Essence,Individuel,Manuel,Deuxième,19.7,796,46.3,5.0
Maruti,15,1328,80000,Essence,Individuel,Manuel,Troisième,19.7,796,46.3,5.0
Mahindra,14,4289,110000,Diesel,Individuel,Automatique,Deuxième,11.79,2179,120.0,8.0
Maruti,5,6463,5000,Essence,Individuel,Manuel,Premier,22.0,1197,81.8,5.0
Maruti,10,8225,37659,Diesel,Individuel,Manuel,Premier,20.77,1248,88.8,7.0
Maruti,12,2702,40000,Essence,Individuel,Manuel,Deuxième,20.92,998,67.1,5.0
Mahindra,12,5288,90000,Diesel,Individuel,Manuel,Troisième,12.05,2179,120.0,8.0
Maruti,4,10105,35000,Diesel,Individuel,Automatique,Premier,24.3,1248,88.5,5.0
Hyundai,4,5111,19500,Essence,Concessionnaire,Manuel,Premier,20.3,1086,68.07,5.0
Mahindra,10,9400,120000,Diesel,Individuel,Manuel,Deuxième,15.1,2179,140.0,7.0
Hyundai,5,9412,20000,Essence,Individuel,Manuel,Premier,18.6,1197,81.83,5.0
Tata,15,1645,120000,Diesel,Individuel,Manuel,Deuxième,19.09,1396,69.0,5.0
Hyundai,12,5288,96000,Diesel,Individuel,Manuel,Quatrième,22.32,1582,126.32,5.0
Tata,5,14688,25000,Diesel,Individuel,Manuel,Premier,17.6,2179,147.94,7.0
Hyundai,6,5288,56290,Diesel,Concessionnaire,Manuel,Premier,24.0,1186,73.97,5.0
Maruti,9,4935,80000,Diesel,Individuel,Manuel,Premier,23.4,1248,74.0,5.0
Maruti,3,4348,15000,Essence,Individuel,Manuel,Premier,22.05,796,47.3,5.0
Ford,8,6815,52000,Diesel,Individuel,Manuel,Premier,25.83,1498,99.0,5.0
Maruti,15,1293,80000,Essence,Individuel,Manuel,Deuxième,19.7,796,46.3,5.0
Mahindra,5,12338,15000,Diesel,Individuel,Manuel,Premier,16.0,2179,140.0,7.0
Hyundai,12,4113,100000,Diesel,Individuel,Manuel,Deuxième,23.0,1396,90.0,5.0
Hyundai,6,3760,15000,Essence,Individuel,Manuel,Deuxième,21.1,814,55.2,5.0
Toyota,9,10693,80000,Diesel,Individuel,Manuel,Deuxième,12.99,2494,100.6,8.0
Maruti,11,3760,40000,Essence,Individuel,Manuel,Premier,18.5,1197,85.8,5.0
Mahindra,7,5992,110000,Diesel,Individuel,Manuel,Premier,18.49,1493,100.0,7.0
Volkswagen,9,6756,90000,Diesel,Individuel,Manuel,Premier,20.54,1598,103.6,5.0
Maruti,4,7638,5621,Essence,Autre connexion,Automatique,Premier,22.0,1197,81.8,5.0
Honda,7,6463,56494,Essence,Autre connexion,Manuel,Premier,18.2,1199,88.7,5.0
Maruti,12,2526,50000,Essence,Individuel,Manuel,Deuxième,19.7,796,46.3,5.0
Maruti,8,5405,100000,Diesel,Individuel,Manuel,Deuxième,25.2,1248,74.0,5.0
Ford,6,10281,77524,Diesel,Concessionnaire,Manuel,Premier,22.7,1498,89.84,5.0
Jaguar,8,29375,13500,Diesel,Concessionnaire,Automatique,Premier,14.74,2993,270.9,5.0
Hyundai,4,14100,40000,Diesel,Individuel,Manuel,Premier,22.0,1582,126.2,5.0
Skoda,7,7579,11000,Essence,Concessionnaire,Automatique,Premier,14.3,1598,103.5,5.0
Renault,6,3349,5000,Essence,Individuel,Manuel,Premier,25.17,799,53.3,5.0
Maruti,17,1645,150000,Essence,Individuel,Manuel,Deuxième,18.9,998,67.1,5.0
Maruti,11,3173,110000,Diesel,Individuel,Manuel,Premier,19.3,1248,73.9,5.0
Honda,18,5605,85000,Essence,Individuel,Manuel,Troisième,11.1,2354,158.8,5.0
Hyundai,6,6228,50000,Essence,Individuel,Manuel,Premier,18.9,1197,81.86,5.0
Hyundai,6,11245,60000,Diesel,Individuel,Manuel,Premier,21.38,1396,88.7,5.0
Ford,5,38188,12000,Diesel,Individuel,Automatique,Premier,10.91,3198,197.0,7.0
Maruti,5,7050,69779,Essence,Concessionnaire,Automatique,Premier,22.0,1197,81.8,5.0
Maruti,10,7038,60000,Diesel,Individuel,Manuel,Deuxième,20.77,1248,88.76,7.0
Ford,8,5288,70000,Essence,Individuel,Manuel,Premier,18.16,1196,86.8,5.0
Honda,6,11163,35000,Essence,Individuel,Manuel,Premier,17.4,1497,117.6,5.0
Toyota,6,17038,81000,Diesel,Individuel,Manuel,Premier,13.68,2393,147.8,7.0
Honda,6,10869,18000,Essence,Concessionnaire,Automatique,Premier,15.6,1497,116.3,5.0
Hyundai,3,6157,32000,Essence,Individuel,Manuel,Premier,20.14,1197,81.86,5.0
Hyundai,10,3408,40000,Essence,Individuel,Manuel,Premier,18.5,1197,82.85,5.0
Maruti,11,5288,120000,Essence,Individuel,Manuel,Deuxième,16.02,1373,93.7,7.0
Tata,11,3525,80000,Diesel,Individuel,Manuel,Deuxième,13.93,2179,138.1,7.0
Maruti,4,7226,10000,Essence,Individuel,Manuel,Premier,21.21,1197,81.8,5.0
Maruti,6,7285,30000,Diesel,Individuel,Manuel,Premier,27.39,1248,74.0,5.0
Hyundai,11,5288,120000,Diesel,Individuel,Manuel,Deuxième,22.32,1582,126.32,5.0
Honda,8,11750,46000,Diesel,Individuel,Manuel,Premier,24.5,1498,98.6,7.0
Hyundai,7,5288,35000,Essence,Individuel,Manuel,Premier,18.9,1197,82.0,5.0
Volvo,4,44650,20000,Diesel,Individuel,Automatique,Premier,18.0,1969,190.0,5.0
Mahindra,7,3290,100000,Diesel,Individuel,Manuel,Premier,25.32,1198,77.0,6.0
Honda,8,7884,48228,Essence,Concessionnaire,Manuel,Premier,18.7,1199,88.7,5.0
Maruti,3,7050,5000,Essence,Individuel,Automatique,Premier,20.89,1197,81.8,5.0
Mahindra,7,12338,58000,Diesel,Individuel,Manuel,Premier,15.4,1997,120.0,7.0
Maruti,8,3525,19800,Essence,Individuel,Manuel,Premier,15.37,1196,73.0,7.0
Mahindra,11,6251,121779,Diesel,Individuel,Manuel,Premier,12.05,2179,120.0,8.0
Toyota,10,9400,100000,Diesel,Individuel,Manuel,Premier,12.99,2494,100.6,8.0
Mahindra,10,3525,120000,Diesel,Individuel,Manuel,Deuxième,17.21,1493,100.0,7.0
Maruti,6,4113,40000,Essence,Individuel,Manuel,Premier,23.95,998,67.05,5.0
Tata,8,5288,40000,Essence,Individuel,Manuel,Premier,17.57,1193,88.7,5.0
Honda,4,8108,1303,Essence,Concessionnaire,Manuel,Premier,17.8,1198,86.7,5.0
Maruti,10,4700,188000,Diesel,Individuel,Manuel,Deuxième,22.9,1248,74.0,5.0
Hyundai,7,2938,110000,Essence,Individuel,Manuel,Premier,21.1,814,55.2,5.0
Maruti,11,3525,60000,GPL,Individuel,Manuel,Premier,36.68,998,58.2,5.0
Hyundai,9,4935,50000,Diesel,Individuel,Manuel,Premier,22.54,1396,88.73,5.0
Maruti,5,11163,7500,Diesel,Individuel,Manuel,Premier,28.09,1248,88.5,5.0
Tata,10,2938,120000,Diesel,Individuel,Manuel,Premier,19.09,1396,69.0,5.0
Skoda,4,30550,11000,Diesel,Concessionnaire,Automatique,Premier,19.3,1968,141.0,5.0
Mahindra,11,5288,120000,Diesel,Individuel,Manuel,Deuxième,12.05,2179,120.0,9.0
Tata,6,4524,155000,Diesel,Individuel,Manuel,Premier,25.0,1396,69.01,5.0
Renault,8,6228,110000,Diesel,Individuel,Manuel,Premier,21.64,1461,84.8,5.0
Volkswagen,5,6580,14495,Essence,Concessionnaire,Manuel,Premier,18.78,999,75.0,5.0
Honda,9,5288,76000,Diesel,Individuel,Manuel,Premier,25.8,1498,98.6,5.0
Hyundai,9,6933,70000,Essence,Individuel,Manuel,Deuxième,18.6,1197,81.83,5.0
Hyundai,15,1763,120000,Diesel,Individuel,Manuel,Deuxième,18.1,1493,110.0,5.0
Mahindra,7,9048,50000,Diesel,Individuel,Manuel,Premier,18.49,1493,100.0,7.0
Maruti,10,3173,60000,Essence,Individuel,Manuel,Premier,22.74,796,47.3,5.0
Chevrolet,11,1586,49000,Diesel,Individuel,Manuel,Troisième,25.44,936,57.6,5.0
Tata,6,5288,25000,Essence,Individuel,Manuel,Premier,23.84,1199,84.0,5.0
Tata,4,4817,25000,Essence,Individuel,Manuel,Premier,23.84,1199,84.0,5.0
Maruti,8,3701,120000,Essence,Individuel,Manuel,Deuxième,15.37,1196,73.0,5.0
Volkswagen,12,2938,140000,Essence,Individuel,Automatique,Deuxième,14.4,1598,103.6,5.0
Hyundai,9,4700,110000,Diesel,Individuel,Manuel,Premier,24.0,1120,70.0,5.0
Mahindra,8,9635,90000,Diesel,Individuel,Manuel,Premier,16.0,2179,140.0,7.0
Ford,9,3643,90000,Diesel,Individuel,Manuel,Deuxième,19.68,1399,67.0,5.0
Tata,5,8225,63000,Diesel,Individuel,Manuel,Premier,15.3,2956,83.83,7.0
Honda,7,6463,56494,Essence,Autre connexion,Manuel,Premier,18.2,1199,88.7,5.0
Hyundai,14,1410,90000,Essence,Individuel,Manuel,Deuxième,0.0,1086,62.0,5.0
Chevrolet,13,940,80000,Essence,Individuel,Manuel,Deuxième,18.0,995,62.0,5.0
Renault,7,3055,30000,Essence,Individuel,Manuel,Premier,25.17,799,53.3,5.0
Hyundai,5,7990,26000,Diesel,Individuel,Manuel,Premier,25.4,1186,73.97,5.0
Maruti,23,364,56194,Essence,Individuel,Manuel,Quatrième,16.1,796,37.0,4.0
Maruti,14,1586,100000,Essence,Individuel,Manuel,Premier,19.7,796,46.3,5.0
Toyota,17,4348,305000,Diesel,Individuel,Manuel,Quatrième,12.8,2494,102.0,8.0
Hyundai,20,1704,120000,Diesel,Individuel,Manuel,Quatrième,13.1,1493,82.0,5.0
Hyundai,7,9988,25000,Essence,Individuel,Manuel,Premier,17.01,1591,121.3,5.0
Hyundai,4,8049,4300,Essence,Concessionnaire,Manuel,Premier,18.6,1197,81.86,5.0
Tata,12,4113,160000,Diesel,Individuel,Manuel,Premier,13.93,2179,138.0,7.0
Datsun,3,4113,2136,Essence,Individuel,Manuel,Premier,22.5,999,67.0,5.0
Maruti,7,9400,70000,Diesel,Individuel,Manuel,Premier,24.3,1248,88.5,5.0
Maruti,10,4829,62000,Essence,Concessionnaire,Manuel,Premier,22.0,1197,81.8,5.0
Mahindra,6,15275,50000,Diesel,Individuel,Manuel,Deuxième,15.4,1997,120.0,7.0
Volkswagen,10,4230,80000,Diesel,Individuel,Manuel,Premier,22.07,1199,73.9,5.0
Volkswagen,11,4876,80000,Essence,Individuel,Manuel,Premier,16.47,1198,73.9,5.0
Ford,12,2644,15000,Essence,Individuel,Manuel,Premier,15.6,1196,70.0,5.0
Renault,6,3525,35000,Essence,Individuel,Manuel,Premier,23.01,999,67.0,5.0
Honda,14,2585,125000,Essence,Individuel,Manuel,Deuxième,13.5,1799,130.0,5.0
Maruti,4,5875,10000,Essence,Individuel,Manuel,Premier,20.89,1197,81.8,5.0
Maruti,5,7050,69779,Essence,Concessionnaire,Automatique,Premier,22.0,1197,81.8,5.0
Datsun,6,2761,25000,Essence,Individuel,Manuel,Premier,22.7,799,53.64,5.0
Ford,12,1998,80000,Diesel,Individuel,Manuel,Troisième,17.8,1399,68.0,5.0
Hyundai,7,9988,58000,Diesel,Individuel,Manuel,Premier,19.67,1582,126.2,5.0
Renault,4,6815,12000,Essence,Individuel,Manuel,Premier,20.0,999,72.0,7.0
Hyundai,15,3231,98000,Essence,Individuel,Manuel,Troisième,20.36,1197,78.9,5.0
Autres,3,22325,5000,Diesel,Concessionnaire,Automatique,Premier,17.8,1493,113.4,5.0
Hyundai,7,7168,23000,Diesel,Individuel,Manuel,Premier,24.0,1120,70.0,5.0
Chevrolet,13,1739,70000,Essence,Individuel,Manuel,Troisième,14.7,1150,76.0,5.0
Renault,4,4113,15000,Essence,Individuel,Manuel,Premier,25.17,799,53.3,5.0
Chevrolet,14,940,80000,Essence,Individuel,Manuel,Quatrième,18.0,995,62.0,5.0
Maruti,10,6463,100000,Diesel,Individuel,Manuel,Premier,23.4,1248,74.0,5.0
Maruti,6,3349,25000,Essence,Individuel,Manuel,Deuxième,24.7,796,47.3,5.0
Chevrolet,17,2644,100000,Diesel,Individuel,Manuel,Premier,14.8,2499,80.0,10.0
Mahindra,9,10575,110000,Diesel,Individuel,Manuel,Premier,15.4,1997,120.0,7.0
Maruti,19,1234,96000,Essence,Individuel,Manuel,Troisième,19.7,796,46.3,5.0
Hyundai,8,4465,30000,Essence,Individuel,Manuel,Premier,19.1,1197,82.0,5.0
Maruti,8,7226,32000,Diesel,Individuel,Manuel,Premier,26.59,1248,74.0,5.0
Hyundai,15,3231,52000,Essence,Individuel,Manuel,Deuxième,13.9,1599,103.2,5.0
Tata,13,1763,225000,Diesel,Individuel,Manuel,Troisième,14.0,1948,90.0,9.0
Renault,5,4641,20000,Essence,Individuel,Manuel,Premier,23.01,999,67.0,5.0
Renault,9,7050,114000,Diesel,Individuel,Manuel,Premier,19.01,1461,108.45,5.0
Hyundai,9,5017,80000,Essence,Individuel,Manuel,Premier,19.1,1197,82.0,5.0
Mahindra,8,12925,70000,Diesel,Individuel,Manuel,Premier,15.4,2179,120.0,7.0
Hyundai,6,5170,45000,Essence,Individuel,Manuel,Premier,20.14,1197,81.86,5.0
Toyota,7,23500,68089,Essence,Autre connexion,Automatique,Premier,19.16,2494,157.7,5.0
Maruti,6,3760,32000,Essence,Individuel,Manuel,Deuxième,23.95,998,67.05,5.0
Hyundai,8,5875,36000,Essence,Individuel,Manuel,Premier,17.19,1197,81.86,5.0
Hyundai,6,7168,14000,Essence,Individuel,Manuel,Premier,19.1,1197,82.0,5.0
Tata,13,2056,60000,Diesel,Individuel,Manuel,Premier,18.0,1248,75.0,5.0
Maruti,11,2350,29500,Essence,Individuel,Manuel,Premier,20.92,998,67.1,5.0
Honda,7,6181,15000,Essence,Concessionnaire,Manuel,Premier,18.7,1199,88.7,5.0
Hyundai,8,3643,50000,Essence,Individuel,Manuel,Premier,19.81,1086,68.05,5.0
Toyota,7,19623,25000,Diesel,Individuel,Manuel,Deuxième,13.68,2393,147.8,7.0
Honda,6,10575,40000,Diesel,Individuel,Manuel,Premier,25.5,1498,98.6,5.0
Maruti,7,7638,81000,Diesel,Concessionnaire,Manuel,Deuxième,28.09,1248,88.5,5.0
Maruti,6,8519,60000,Diesel,Individuel,Manuel,Premier,28.4,1248,74.02,5.0
Maruti,9,2761,25000,Essence,Individuel,Manuel,Premier,22.74,796,47.3,5.0
Mahindra,12,3760,175000,Diesel,Individuel,Manuel,Troisième,15.96,2523,63.0,9.0
Mahindra,9,8813,60000,Diesel,Individuel,Manuel,Deuxième,15.1,2179,140.0,7.0
Toyota,12,8813,168000,Diesel,Individuel,Manuel,Deuxième,12.8,2494,102.0,7.0
Hyundai,16,1116,100000,Essence,Individuel,Manuel,Deuxième,17.8,1086,63.0,5.0
Maruti,9,2303,60000,Essence,Individuel,Manuel,Deuxième,22.74,796,47.3,5.0
Maruti,18,1093,80000,Essence,Individuel,Manuel,Troisième,15.9,1298,85.0,5.0
Volkswagen,6,6580,52000,Diesel,Individuel,Manuel,Premier,21.66,1498,108.62,5.0
Mahindra,4,17038,10000,Diesel,Individuel,Manuel,Premier,17.3,1497,121.0,7.0
Toyota,12,13513,181000,Diesel,Individuel,Manuel,Deuxième,11.5,2982,171.0,7.0
Honda,7,8813,50000,Essence,Individuel,Automatique,Premier,18.0,1497,117.3,5.0
Maruti,5,7050,69779,Essence,Concessionnaire,Automatique,Premier,22.0,1197,81.8,5.0
Maruti,11,3490,100000,GNC,Individuel,Manuel,Troisième,36.68,998,58.2,5.0
Tata,11,752,18000,Essence,Concessionnaire,Manuel,Premier,25.4,624,37.5,4.0
Maruti,5,10446,20000,Diesel,Individuel,Manuel,Premier,28.09,1248,88.5,5.0
Chevrolet,9,2820,30000,Essence,Individuel,Manuel,Premier,18.6,1199,76.8,5.0
Tata,10,3713,140000,Diesel,Individuel,Manuel,Premier,21.02,1248,88.76,5.0
Maruti,9,5288,100000,Essence,Individuel,Manuel,Troisième,19.1,1197,85.8,5.0
Hyundai,4,5992,5000,Essence,Individuel,Manuel,Premier,20.3,1086,68.0,5.0
Toyota,10,8813,79328,Diesel,Autre connexion,Manuel,Deuxième,12.99,2494,100.6,7.0
Maruti,10,5288,41800,Essence,Individuel,Manuel,Premier,18.6,1197,85.8,5.0
Mahindra,5,5875,60000,Essence,Individuel,Manuel,Premier,18.15,1198,82.0,6.0
Tata,5,6756,70000,Diesel,Individuel,Manuel,Premier,20.65,1248,88.7,5.0
Tata,10,2350,167000,Diesel,Individuel,Manuel,Premier,22.3,1248,88.8,5.0
Datsun,6,3878,60000,Essence,Individuel,Manuel,Premier,20.63,1198,67.0,5.0
Jaguar,6,37600,45000,Diesel,Concessionnaire,Automatique,Premier,19.33,1999,177.0,5.0
Mahindra,8,6933,40000,Diesel,Individuel,Manuel,Deuxième,18.49,1493,100.0,7.0
Maruti,9,5288,15000,Diesel,Individuel,Manuel,Deuxième,20.77,1248,88.76,7.0
Hyundai,10,3701,49000,Essence,Individuel,Manuel,Deuxième,18.5,1197,82.85,5.0
Mahindra,10,5288,52000,Diesel,Individuel,Manuel,Premier,17.21,1493,100.0,7.0
Tata,5,11163,14000,Diesel,Individuel,Manuel,Premier,21.5,1497,108.5,5.0
Autres,4,60513,20000,Essence,Concessionnaire,Automatique,Premier,22.37,2487,214.56,5.0
Maruti,6,5675,15000,Essence,Individuel,Manuel,Premier,23.1,998,67.04,5.0
Hyundai,16,1998,120000,Diesel,Individuel,Manuel,Deuxième,16.8,1493,110.0,5.0
Tata,6,5581,20000,Essence,Individuel,Manuel,Premier,23.84,1199,84.0,5.0
Tata,16,1528,100000,Diesel,Individuel,Manuel,Troisième,16.1,1405,70.0,5.0
Hyundai,8,5464,63063,Essence,Concessionnaire,Automatique,Premier,18.9,1197,82.0,5.0
Hyundai,13,1763,60000,Essence,Individuel,Manuel,Troisième,17.92,1086,62.1,5.0
Tata,8,5875,20000,Essence,Individuel,Manuel,Premier,17.57,1193,88.7,5.0
BMW,4,64625,8500,Diesel,Concessionnaire,Automatique,Premier,16.78,1995,190.0,5.0
Tata,11,2174,80000,Diesel,Individuel,Manuel,Premier,16.1,1405,70.0,5.0
Maruti,7,11163,45000,Diesel,Individuel,Manuel,Premier,24.3,1248,88.5,5.0
Honda,15,4406,100000,Essence,Individuel,Manuel,Troisième,13.5,1799,130.0,5.0
Honda,8,7168,30000,Essence,Concessionnaire,Manuel,Premier,18.7,1199,88.7,5.0
Maruti,6,9400,70000,Diesel,Individuel,Manuel,Premier,24.52,1248,88.5,7.0
Ford,5,7520,82000,Diesel,Individuel,Manuel,Premier,25.83,1498,99.0,5.0
Hyundai,9,3760,15000,Essence,Individuel,Manuel,Premier,20.36,1197,78.9,5.0
Maruti,7,3643,15000,Essence,Individuel,Manuel,Premier,22.74,796,47.3,5.0
Maruti,4,4113,15000,Essence,Individuel,Manuel,Premier,23.95,998,67.05,5.0
Volkswagen,13,2938,80000,Diesel,Individuel,Manuel,Quatrième,22.07,1199,73.9,5.0
Maruti,8,7638,26000,Essence,Individuel,Manuel,Premier,20.73,1373,91.1,5.0
Toyota,12,10575,120000,Diesel,Individuel,Manuel,Premier,11.5,2982,171.0,7.0
Maruti,7,3055,65000,Essence,Individuel,Manuel,Deuxième,22.74,796,47.3,5.0
Volkswagen,13,3760,120000,Diesel,Individuel,Manuel,Troisième,20.54,1598,103.6,5.0
Volvo,5,29081,2000,Diesel,Concessionnaire,Automatique,Premier,16.8,1984,150.0,5.0
Maruti,8,4700,25000,Diesel,Individuel,Manuel,Premier,27.62,793,47.0,5.0
Volkswagen,9,6463,31000,Essence,Concessionnaire,Automatique,Deuxième,17.21,1197,103.6,5.0
Maruti,5,8225,13000,Essence,Individuel,Manuel,Premier,21.4,1197,83.1,5.0
Ford,13,2115,110000,Diesel,Individuel,Manuel,Deuxième,20.0,1399,68.0,5.0
Maruti,11,4935,120000,Essence,Individuel,Automatique,Premier,17.4,1197,85.8,5.0
Toyota,13,5311,120000,Diesel,Individuel,Manuel,Premier,12.8,2494,102.0,7.0
Toyota,12,4113,100000,Diesel,Individuel,Manuel,Deuxième,23.59,1364,67.1,5.0
Ford,5,11163,30000,Diesel,Individuel,Manuel,Premier,23.0,1498,98.96,5.0
Toyota,6,7344,25538,Essence,Autre connexion,Manuel,Premier,16.78,1496,88.73,5.0
BMW,4,63450,7500,Diesel,Concessionnaire,Automatique,Premier,16.78,1995,190.0,5.0
Hyundai,8,4230,120000,Diesel,Individuel,Manuel,Premier,24.4,1120,71.0,5.0
Maruti,14,1410,90000,Essence,Individuel,Manuel,Premier,19.7,796,46.3,5.0
Chevrolet,12,7638,250000,Diesel,Individuel,Manuel,Deuxième,14.8,2499,80.0,7.0
Maruti,10,2761,18000,Essence,Individuel,Manuel,Premier,22.74,796,47.3,5.0
Toyota,11,10704,155000,Diesel,Concessionnaire,Manuel,Premier,12.8,2494,102.0,8.0
Honda,6,9870,30646,Essence,Concessionnaire,Manuel,Premier,15.4,1497,117.3,7.0
Maruti,12,3255,55403,Essence,Concessionnaire,Manuel,Premier,18.6,1197,85.8,5.0
Toyota,8,15863,94385,Diesel,Concessionnaire,Manuel,Premier,12.99,2494,100.6,8.0
Ford,5,10869,33360,Diesel,Concessionnaire,Manuel,Premier,22.77,1498,98.59,5.0
Ford,5,8108,13000,Essence,Individuel,Manuel,Premier,20.4,1194,94.93,5.0
Jaguar,6,37600,45000,Diesel,Concessionnaire,Automatique,Premier,19.33,1999,177.0,5.0
Maruti,6,7050,20000,Diesel,Individuel,Manuel,Premier,27.39,1248,74.0,5.0
Hyundai,8,7050,108000,Diesel,Individuel,Manuel,Premier,21.19,1396,88.73,5.0
Toyota,6,17038,7000,Essence,Concessionnaire,Automatique,Deuxième,14.53,1794,138.1,5.0
Ford,17,2115,114321,Diesel,Individuel,Manuel,Deuxième,17.8,1399,68.0,5.0
Volkswagen,12,3995,90000,Diesel,Individuel,Manuel,Premier,20.54,1598,103.6,5.0
BMW,5,64625,22000,Diesel,Individuel,Automatique,Premier,17.09,2993,261.4,4.0
Tata,12,3819,79000,Diesel,Individuel,Manuel,Premier,21.12,1248,88.8,5.0
Renault,8,7050,136000,Diesel,Individuel,Manuel,Premier,19.01,1461,108.45,5.0
Skoda,5,10575,35000,Diesel,Individuel,Manuel,Premier,21.13,1498,108.6,5.0
